ID_CLIENTE,IDADE,RENDA_MENSAL,SCORE_CREDITO,TEMPO_RESIDENCIA,DIVIDA_ATUAL,HISTORICO_INADIMPLENCIA,EMPREGO,ESTADO_CIVIL,TEMPO_EMPREGO,VALOR_SOLICITADO,APROVADO
5545,37,2405.47,774,17,499.14,NÃO,CLT,CASADO,36,267227.0,REPROVADO
5546,41,1000.0,497,40,3566.06,SIM,CLT,SOLTEIRO,25,271808.0,APROVADO
5547,67,20000.0,616,33,4592.06,NÃO,CLT,CASADO,16,250558.0,REPROVADO
5548,39,1000.0,388,24,528.62,NÃO,CLT,CASADO,18,200734.0,REPROVADO
5549,46,6899.71,265,33,161.09,NÃO,CLT,CASADO,10,150341.0,REPROVADO
5550,39,3420.26,976,14,2414.74,SIM,CLT,DIVORCIADO,6,250736.0,APROVADO
5551,61,1000.0,984,3,1577.66,NÃO,AUTÔNOMO,CASADO,12,13047.0,APROVADO
5552,26,1000.0,847,3,715.95,NÃO,AUTÔNOMO,SOLTEIRO,24,156973.0,APROVADO
5553,54,1000.0,714,24,454.69,NÃO,CLT,CASADO,11,74945.0,APROVADO
5554,27,1000.0,830,40,594.51,NÃO,CLT,SOLTEIRO,30,141054.0,APROVADO
5555,53,6134.56,419,12,2321.58,NÃO,CLT,DIVORCIADO,27,68340.0,REPROVADO
5556,54,9761.57,274,24,204.13,SIM,CLT,CASADO,14,110400.0,REPROVADO
5557,45,1000.0,351,2,1643.94,NÃO,CLT,DIVORCIADO,32,178623.0,APROVADO
5558,45,20000.0,586,34,18.36,SIM,CLT,SOLTEIRO,10,120880.0,REPROVADO
5559,59,1000.0,560,8,2532.9,NÃO,CLT,SOLTEIRO,38,155916.0,REPROVADO
5560,80,2881.5,752,13,693.74,NÃO,AUTÔNOMO,SOLTEIRO,31,232914.0,REPROVADO
5561,60,20000.0,404,21,257.15,NÃO,AUTÔNOMO,SOLTEIRO,15,36051.0,APROVADO
5562,38,20000.0,190,8,2.86,NÃO,AUTÔNOMO,CASADO,8,82584.0,REPROVADO
5563,41,1000.0,566,23,819.95,NÃO,AUTÔNOMO,SOLTEIRO,40,205903.0,REPROVADO
5564,59,1000.0,601,22,280.36,NÃO,CLT,CASADO,11,73491.0,APROVADO
5565,77,1000.0,824,36,997.68,SIM,AUTÔNOMO,CASADO,18,15119.0,REPROVADO
5566,57,1000.0,989,14,330.13,NÃO,CLT,CASADO,13,39060.0,REPROVADO
5567,19,18923.1,389,35,92.14,SIM,CLT,CASADO,11,176268.0,APROVADO
5568,72,1000.0,372,13,703.3,SIM,CLT,SOLTEIRO,23,137039.0,APROVADO
5569,25,20000.0,599,19,831.23,NÃO,CLT,SOLTEIRO,8,173574.0,APROVADO
5570,65,14473.57,587,38,602.56,SIM,CLT,SOLTEIRO,20,78711.0,APROVADO
5571,44,20000.0,405,35,612.55,NÃO,CLT,SOLTEIRO,11,52913.0,REPROVADO
5572,39,1000.0,941,26,890.75,NÃO,DESEMPREGADO,SOLTEIRO,36,233649.0,REPROVADO
5573,54,1000.0,538,16,747.29,SIM,AUTÔNOMO,DIVORCIADO,4,288722.0,APROVADO
5574,44,19960.61,769,25,142.22,NÃO,DESEMPREGADO,SOLTEIRO,8,101919.0,REPROVADO
5575,74,16332.58,783,40,219.51,NÃO,AUTÔNOMO,CASADO,19,175600.0,REPROVADO
5576,46,1000.0,843,3,152.91,NÃO,DESEMPREGADO,CASADO,5,169439.0,APROVADO
5577,20,1000.0,230,2,1181.87,NÃO,CLT,DIVORCIADO,39,207877.0,APROVADO
5578,61,1000.0,940,18,752.04,NÃO,CLT,DIVORCIADO,12,83261.0,REPROVADO
5579,30,1000.0,192,40,561.86,NÃO,CLT,CASADO,15,108846.0,REPROVADO
5580,62,1000.0,283,39,1601.17,NÃO,CLT,CASADO,19,172227.0,REPROVADO
5581,27,1000.0,248,38,394.22,SIM,AUTÔNOMO,SOLTEIRO,4,165081.0,REPROVADO
5582,53,20000.0,929,6,839.58,SIM,CLT,CASADO,16,146776.0,APROVADO
5583,26,1000.0,596,35,77.32,NÃO,CLT,SOLTEIRO,9,124360.0,REPROVADO
5584,71,20000.0,207,18,1364.16,NÃO,CLT,SOLTEIRO,29,180755.0,REPROVADO
5585,73,13920.29,683,11,1188.07,NÃO,CLT,DIVORCIADO,6,244968.0,REPROVADO
5586,72,8240.52,940,19,1621.41,SIM,AUTÔNOMO,CASADO,10,201875.0,REPROVADO
5587,44,1000.0,697,37,2158.28,NÃO,CLT,CASADO,7,293102.0,APROVADO
5588,51,1000.0,775,11,1418.93,NÃO,AUTÔNOMO,CASADO,36,111572.0,APROVADO
5589,68,1000.0,521,28,1861.04,SIM,DESEMPREGADO,CASADO,30,219792.0,APROVADO
5590,18,20000.0,358,29,424.12,NÃO,CLT,CASADO,0,118150.0,APROVADO
5591,49,19780.03,965,19,420.58,NÃO,DESEMPREGADO,DIVORCIADO,24,118148.0,REPROVADO
5592,42,1000.0,861,3,2887.79,NÃO,DESEMPREGADO,CASADO,27,101425.0,APROVADO
5593,46,1000.0,870,1,2460.11,SIM,CLT,SOLTEIRO,22,33973.0,REPROVADO
5594,24,1000.0,395,29,795.17,NÃO,AUTÔNOMO,SOLTEIRO,28,171294.0,REPROVADO
5595,66,1000.0,710,22,456.59,NÃO,CLT,CASADO,21,154926.0,REPROVADO
5596,20,4032.1,694,5,2009.93,SIM,DESEMPREGADO,CASADO,9,94810.0,APROVADO
5597,37,20000.0,535,17,390.69,SIM,CLT,CASADO,16,245018.0,APROVADO
5598,37,20000.0,493,21,166.8,NÃO,DESEMPREGADO,CASADO,12,272267.0,REPROVADO
5599,70,14158.69,304,36,1020.24,NÃO,CLT,CASADO,15,273294.0,REPROVADO
5600,47,1000.0,853,3,43.56,NÃO,AUTÔNOMO,CASADO,11,174372.0,REPROVADO
5601,52,1000.0,276,10,476.59,NÃO,CLT,CASADO,14,30199.0,REPROVADO
5602,52,20000.0,284,40,1648.51,NÃO,CLT,SOLTEIRO,38,174446.0,APROVADO
5603,66,10944.78,932,34,349.86,NÃO,DESEMPREGADO,CASADO,18,100050.0,APROVADO
5604,56,1000.0,617,10,2678.23,NÃO,CLT,SOLTEIRO,20,50660.0,APROVADO
5605,44,1000.0,887,33,3119.59,NÃO,AUTÔNOMO,DIVORCIADO,31,200836.0,REPROVADO
5606,43,14009.33,639,8,1691.82,NÃO,CLT,CASADO,4,204431.0,REPROVADO
5607,31,1000.0,815,30,4393.56,NÃO,DESEMPREGADO,SOLTEIRO,14,168116.0,REPROVADO
5608,34,6784.88,975,31,756.65,SIM,AUTÔNOMO,CASADO,31,243024.0,REPROVADO
5609,35,1000.0,730,34,842.11,NÃO,CLT,CASADO,0,141521.0,REPROVADO
5610,62,20000.0,904,10,1808.91,NÃO,AUTÔNOMO,DIVORCIADO,14,59442.0,APROVADO
5611,69,1000.0,191,16,678.86,NÃO,CLT,CASADO,34,67039.0,REPROVADO
5612,46,14968.63,267,35,522.09,NÃO,AUTÔNOMO,SOLTEIRO,19,117878.0,REPROVADO
5613,37,1000.0,513,1,953.87,NÃO,CLT,SOLTEIRO,30,218834.0,APROVADO
5614,70,1000.0,932,23,1071.95,NÃO,CLT,CASADO,19,240271.0,REPROVADO
5615,44,19693.26,287,14,1389.88,NÃO,AUTÔNOMO,CASADO,23,100659.0,REPROVADO
5616,35,20000.0,818,27,1103.23,NÃO,CLT,SOLTEIRO,39,169993.0,APROVADO
5617,21,17266.53,299,2,1369.33,NÃO,CLT,CASADO,9,180673.0,REPROVADO
5618,18,1000.0,868,28,1122.58,NÃO,AUTÔNOMO,CASADO,13,156555.0,REPROVADO
5619,67,1000.0,646,12,654.78,NÃO,CLT,CASADO,34,67155.0,APROVADO
5620,18,1000.0,677,21,144.95,NÃO,CLT,SOLTEIRO,28,278526.0,REPROVADO
5621,75,20000.0,998,30,1539.18,NÃO,CLT,CASADO,8,146391.0,APROVADO
5622,43,4067.53,560,6,31.26,NÃO,CLT,SOLTEIRO,9,207773.0,REPROVADO
5623,62,7765.07,526,25,4892.86,NÃO,CLT,CASADO,1,294752.0,REPROVADO
5624,37,20000.0,788,30,1762.93,NÃO,CLT,CASADO,22,172410.0,APROVADO
5625,69,13735.21,211,37,1111.43,NÃO,CLT,CASADO,17,119873.0,APROVADO
5626,40,1000.0,911,37,3399.4,NÃO,AUTÔNOMO,CASADO,0,209558.0,REPROVADO
5627,27,16888.81,494,3,947.96,NÃO,CLT,CASADO,10,104987.0,REPROVADO
5628,76,1000.0,461,34,58.09,SIM,CLT,SOLTEIRO,36,55462.0,REPROVADO
5629,28,1000.0,679,32,819.58,NÃO,CLT,SOLTEIRO,35,12409.0,APROVADO
5630,58,20000.0,635,2,324.63,SIM,CLT,SOLTEIRO,32,78909.0,REPROVADO
5631,58,1000.0,467,18,461.21,SIM,CLT,CASADO,35,258626.0,APROVADO
5632,22,1000.0,840,8,615.42,NÃO,AUTÔNOMO,CASADO,23,127074.0,REPROVADO
5633,75,1000.0,566,18,1489.88,NÃO,CLT,CASADO,24,259381.0,APROVADO
5634,18,1000.0,421,18,699.02,NÃO,CLT,DIVORCIADO,22,199957.0,REPROVADO
5635,34,20000.0,934,25,643.75,NÃO,CLT,SOLTEIRO,21,213861.0,REPROVADO
5636,39,9489.5,781,12,359.5,NÃO,CLT,SOLTEIRO,32,248565.0,REPROVADO
5637,51,1000.0,615,21,776.25,NÃO,AUTÔNOMO,SOLTEIRO,18,124273.0,REPROVADO
5638,73,1000.0,244,7,285.54,NÃO,CLT,SOLTEIRO,33,225355.0,APROVADO
5639,62,8076.26,992,23,302.45,NÃO,CLT,DIVORCIADO,22,81354.0,REPROVADO
5640,58,1000.0,630,25,1415.76,SIM,CLT,DIVORCIADO,25,81659.0,APROVADO
5641,46,6655.15,223,40,419.38,NÃO,DESEMPREGADO,SOLTEIRO,21,5294.0,REPROVADO
5642,21,20000.0,518,40,52.77,SIM,CLT,SOLTEIRO,2,253099.0,REPROVADO
5643,22,3291.23,643,2,421.1,NÃO,CLT,CASADO,3,24506.0,REPROVADO
5644,28,20000.0,577,6,1017.69,NÃO,CLT,SOLTEIRO,32,280747.0,REPROVADO
5645,73,1000.0,953,1,1681.93,SIM,AUTÔNOMO,CASADO,10,279139.0,REPROVADO
5646,68,20000.0,619,32,3268.5,NÃO,CLT,CASADO,19,243585.0,REPROVADO
5647,38,20000.0,665,11,1371.29,NÃO,CLT,CASADO,31,177531.0,APROVADO
5648,52,11519.79,314,11,560.11,NÃO,AUTÔNOMO,CASADO,14,149671.0,REPROVADO
5649,29,1000.0,712,9,355.42,SIM,CLT,SOLTEIRO,24,156679.0,APROVADO
5650,43,1000.0,671,40,138.84,SIM,DESEMPREGADO,SOLTEIRO,16,272566.0,APROVADO
5651,68,1000.0,506,26,988.02,NÃO,CLT,DIVORCIADO,21,240835.0,REPROVADO
5652,36,20000.0,311,17,713.11,NÃO,CLT,SOLTEIRO,33,60236.0,REPROVADO
5653,62,1000.0,736,3,1132.28,NÃO,DESEMPREGADO,CASADO,32,128391.0,REPROVADO
5654,77,2208.22,770,39,270.67,SIM,CLT,SOLTEIRO,24,244499.0,APROVADO
5655,24,16685.14,502,22,391.04,NÃO,AUTÔNOMO,SOLTEIRO,13,251694.0,REPROVADO
5656,64,20000.0,676,20,345.45,SIM,AUTÔNOMO,SOLTEIRO,29,156667.0,REPROVADO
5657,72,16625.46,840,35,1597.77,NÃO,CLT,SOLTEIRO,21,98546.0,APROVADO
5658,24,1000.0,201,29,187.81,SIM,CLT,CASADO,21,134528.0,REPROVADO
5659,43,20000.0,314,20,937.7,NÃO,CLT,SOLTEIRO,18,280632.0,APROVADO
5660,57,3343.94,848,22,52.72,NÃO,CLT,CASADO,37,151443.0,APROVADO
5661,22,1000.0,266,20,797.46,NÃO,CLT,DIVORCIADO,3,187855.0,REPROVADO
5662,38,1516.61,769,7,66.05,NÃO,AUTÔNOMO,DIVORCIADO,7,137753.0,REPROVADO
5663,31,1000.0,907,38,193.43,NÃO,CLT,CASADO,38,58065.0,REPROVADO
5664,21,13566.54,425,12,119.94,SIM,CLT,SOLTEIRO,9,7820.0,APROVADO
5665,40,1000.0,760,39,425.76,SIM,CLT,SOLTEIRO,27,48096.0,REPROVADO
5666,59,1000.0,959,21,421.19,NÃO,CLT,CASADO,20,49806.0,APROVADO
5667,37,1000.0,443,6,1751.11,NÃO,AUTÔNOMO,DIVORCIADO,0,164530.0,APROVADO
5668,32,1000.0,595,23,255.78,NÃO,CLT,SOLTEIRO,36,96436.0,APROVADO
5669,67,1000.0,432,4,90.35,NÃO,CLT,CASADO,33,198220.0,REPROVADO
5670,69,1000.0,650,25,925.11,NÃO,DESEMPREGADO,SOLTEIRO,10,64026.0,APROVADO
5671,62,1000.0,466,9,1162.99,NÃO,CLT,SOLTEIRO,15,266746.0,REPROVADO
5672,46,1000.0,658,10,349.31,NÃO,CLT,CASADO,38,86451.0,REPROVADO
5673,25,1000.0,409,39,923.35,NÃO,CLT,SOLTEIRO,13,281138.0,APROVADO
5674,58,20000.0,414,37,1496.36,NÃO,CLT,CASADO,0,102528.0,REPROVADO
5675,65,1000.0,290,10,427.03,NÃO,CLT,CASADO,30,229840.0,REPROVADO
5676,36,1000.0,823,29,745.19,NÃO,CLT,SOLTEIRO,11,135939.0,APROVADO
5677,65,1000.0,919,3,158.57,NÃO,DESEMPREGADO,CASADO,26,149529.0,REPROVADO
5678,56,1000.0,696,1,23.93,NÃO,CLT,SOLTEIRO,16,125636.0,APROVADO
5679,63,3829.37,776,12,3982.87,SIM,CLT,CASADO,15,297020.0,REPROVADO
5680,45,1000.0,520,38,356.29,NÃO,CLT,CASADO,0,181229.0,APROVADO
5681,63,13425.0,426,16,326.98,SIM,CLT,DIVORCIADO,29,237147.0,APROVADO
5682,74,20000.0,528,22,3621.04,NÃO,CLT,SOLTEIRO,36,18718.0,REPROVADO
5683,44,1000.0,941,9,1302.81,NÃO,CLT,CASADO,22,228537.0,REPROVADO
5684,21,9836.99,695,12,880.19,NÃO,CLT,SOLTEIRO,26,275041.0,REPROVADO
5685,75,2590.55,354,38,1201.72,SIM,CLT,SOLTEIRO,36,226118.0,REPROVADO
5686,32,20000.0,858,28,1237.62,SIM,DESEMPREGADO,SOLTEIRO,15,6706.0,APROVADO
5687,52,6060.2,912,15,1441.11,NÃO,CLT,SOLTEIRO,23,100146.0,APROVADO
5688,54,1000.0,978,2,69.55,NÃO,CLT,CASADO,27,84903.0,REPROVADO
5689,18,1000.0,917,35,532.44,NÃO,CLT,SOLTEIRO,29,172867.0,REPROVADO
5690,20,14210.4,407,3,349.74,SIM,AUTÔNOMO,CASADO,25,52115.0,REPROVADO
5691,64,1000.0,934,35,73.18,NÃO,AUTÔNOMO,CASADO,23,215336.0,APROVADO
5692,41,20000.0,565,15,532.05,SIM,CLT,SOLTEIRO,30,185860.0,REPROVADO
5693,44,13064.41,201,40,957.56,NÃO,CLT,CASADO,24,285504.0,REPROVADO
5694,57,3734.27,621,5,196.62,NÃO,AUTÔNOMO,SOLTEIRO,1,223788.0,REPROVADO
5695,80,1000.0,272,27,363.88,NÃO,DESEMPREGADO,CASADO,6,63599.0,APROVADO
5696,78,15507.14,620,35,1019.35,NÃO,CLT,CASADO,22,148544.0,REPROVADO
5697,53,20000.0,814,22,865.89,NÃO,AUTÔNOMO,SOLTEIRO,28,190710.0,REPROVADO
5698,51,1000.0,667,11,2030.92,SIM,AUTÔNOMO,CASADO,34,236229.0,REPROVADO
5699,46,1000.0,972,30,1566.53,SIM,CLT,CASADO,29,146350.0,APROVADO
5700,41,1000.0,896,11,3370.02,NÃO,CLT,CASADO,28,257687.0,APROVADO
5701,41,11339.31,558,31,909.3,NÃO,CLT,CASADO,30,64870.0,APROVADO
5702,59,1000.0,842,24,1198.88,NÃO,CLT,CASADO,1,80129.0,REPROVADO
5703,21,19984.86,825,28,1969.74,NÃO,CLT,SOLTEIRO,14,56575.0,REPROVADO
5704,20,20000.0,330,18,1832.53,SIM,DESEMPREGADO,SOLTEIRO,15,90103.0,APROVADO
5705,51,8605.25,909,21,1268.41,NÃO,CLT,CASADO,7,92745.0,APROVADO
5706,74,1000.0,816,23,693.66,NÃO,CLT,CASADO,27,209088.0,REPROVADO
5707,66,10800.52,907,32,319.11,NÃO,CLT,SOLTEIRO,39,171797.0,APROVADO
5708,40,20000.0,645,35,2097.33,NÃO,CLT,SOLTEIRO,16,117847.0,REPROVADO
5709,70,5192.89,691,39,1499.04,NÃO,AUTÔNOMO,SOLTEIRO,13,278455.0,REPROVADO
5710,73,11702.39,592,15,1819.58,NÃO,CLT,CASADO,20,28080.0,APROVADO
5711,69,16096.03,477,1,151.74,NÃO,CLT,SOLTEIRO,26,36892.0,APROVADO
5712,40,1000.0,544,7,378.06,NÃO,CLT,CASADO,20,11535.0,APROVADO
5713,62,11182.89,532,12,553.19,NÃO,CLT,CASADO,31,66645.0,APROVADO
5714,22,1000.0,338,29,1822.33,NÃO,AUTÔNOMO,SOLTEIRO,15,154640.0,APROVADO
5715,48,1000.0,399,0,2233.87,NÃO,CLT,CASADO,27,18848.0,APROVADO
5716,79,20000.0,301,11,335.32,NÃO,CLT,CASADO,37,129157.0,APROVADO
5717,70,19421.58,843,6,1159.73,SIM,CLT,CASADO,28,119805.0,APROVADO
5718,79,1000.0,725,13,81.01,NÃO,CLT,SOLTEIRO,35,39968.0,REPROVADO
5719,58,20000.0,238,34,526.91,NÃO,CLT,CASADO,23,184623.0,REPROVADO
5720,74,1000.0,989,27,666.83,NÃO,CLT,SOLTEIRO,20,247847.0,REPROVADO
5721,78,1000.0,520,11,1450.87,NÃO,CLT,CASADO,38,274373.0,REPROVADO
5722,74,7502.36,554,39,2225.37,NÃO,CLT,SOLTEIRO,7,32605.0,APROVADO
5723,77,1000.0,200,23,411.41,NÃO,CLT,SOLTEIRO,27,11241.0,REPROVADO
5724,71,1000.0,377,0,750.22,SIM,CLT,SOLTEIRO,17,57242.0,REPROVADO
5725,23,1000.0,698,16,1042.56,NÃO,CLT,CASADO,18,97337.0,APROVADO
5726,54,1000.0,769,37,398.52,NÃO,CLT,CASADO,18,161997.0,APROVADO
5727,74,1000.0,634,27,4236.25,NÃO,CLT,SOLTEIRO,37,245275.0,REPROVADO
5728,27,1000.0,279,32,2085.66,SIM,CLT,SOLTEIRO,25,270167.0,REPROVADO
5729,57,1000.0,811,23,351.55,NÃO,CLT,CASADO,5,207632.0,REPROVADO
5730,24,1000.0,865,5,709.17,SIM,CLT,SOLTEIRO,25,44918.0,REPROVADO
5731,56,4475.86,637,20,262.46,NÃO,CLT,CASADO,27,263216.0,REPROVADO
5732,55,4087.05,907,3,722.58,SIM,CLT,SOLTEIRO,31,219308.0,REPROVADO
5733,38,1000.0,221,32,1149.9,NÃO,AUTÔNOMO,SOLTEIRO,33,97227.0,APROVADO
5734,78,20000.0,516,9,89.4,NÃO,CLT,CASADO,36,115276.0,APROVADO
5735,37,1000.0,263,35,2041.12,SIM,CLT,CASADO,24,96467.0,APROVADO
5736,20,1538.37,440,12,900.78,NÃO,CLT,CASADO,21,158184.0,APROVADO
5737,68,1000.0,639,35,4566.23,NÃO,AUTÔNOMO,CASADO,30,192450.0,APROVADO
5738,39,1000.0,544,8,25.92,SIM,AUTÔNOMO,CASADO,5,131123.0,REPROVADO
5739,64,1000.0,722,30,1780.81,NÃO,CLT,CASADO,30,114021.0,REPROVADO
5740,21,1000.0,485,3,1570.04,NÃO,CLT,CASADO,0,281572.0,REPROVADO
5741,45,20000.0,487,19,142.55,NÃO,CLT,CASADO,39,7227.0,APROVADO
5742,29,15349.59,517,7,408.43,NÃO,CLT,DIVORCIADO,8,146840.0,REPROVADO
5743,55,1000.0,491,26,2161.05,NÃO,CLT,SOLTEIRO,11,245652.0,APROVADO
5744,68,4833.4,701,35,730.75,NÃO,AUTÔNOMO,SOLTEIRO,20,180107.0,REPROVADO
5745,80,20000.0,527,8,512.96,SIM,DESEMPREGADO,SOLTEIRO,2,180296.0,APROVADO
5746,53,12335.62,774,23,2359.12,SIM,CLT,CASADO,4,83618.0,APROVADO
5747,64,20000.0,563,36,97.99,NÃO,AUTÔNOMO,CASADO,36,159712.0,REPROVADO
5748,58,1000.0,742,40,640.79,NÃO,CLT,SOLTEIRO,12,30559.0,APROVADO
5749,22,20000.0,283,39,1056.63,NÃO,CLT,CASADO,28,217758.0,REPROVADO
5750,30,1000.0,321,29,937.88,SIM,CLT,CASADO,27,160954.0,APROVADO
5751,40,5872.52,800,25,306.9,SIM,CLT,CASADO,24,104669.0,APROVADO
5752,75,1000.0,242,3,828.54,NÃO,DESEMPREGADO,SOLTEIRO,9,284889.0,REPROVADO
5753,67,1000.0,685,0,1232.93,SIM,AUTÔNOMO,DIVORCIADO,33,225343.0,REPROVADO
5754,47,6231.45,418,19,879.2,NÃO,CLT,SOLTEIRO,14,154557.0,APROVADO
5755,79,13865.66,829,27,1153.48,NÃO,AUTÔNOMO,DIVORCIADO,29,225303.0,REPROVADO
5756,54,3227.2,401,23,295.82,NÃO,AUTÔNOMO,SOLTEIRO,12,101479.0,REPROVADO
5757,42,1000.0,986,27,1788.86,NÃO,CLT,SOLTEIRO,36,225928.0,REPROVADO
5758,65,1000.0,980,27,597.27,NÃO,CLT,CASADO,4,237033.0,APROVADO
5759,44,20000.0,693,4,4360.17,NÃO,AUTÔNOMO,CASADO,13,276852.0,REPROVADO
5760,68,1000.0,684,31,23.56,NÃO,AUTÔNOMO,SOLTEIRO,9,24353.0,APROVADO
5761,31,20000.0,860,29,478.54,NÃO,DESEMPREGADO,SOLTEIRO,33,266991.0,REPROVADO
5762,74,1000.0,422,20,199.03,NÃO,CLT,DIVORCIADO,30,111939.0,REPROVADO
5763,79,1000.0,260,15,811.05,NÃO,CLT,CASADO,4,67763.0,REPROVADO
5764,65,1000.0,906,7,278.66,SIM,AUTÔNOMO,SOLTEIRO,5,73616.0,REPROVADO
5765,76,1000.0,378,11,1337.42,SIM,CLT,CASADO,12,145483.0,APROVADO
5766,64,1000.0,852,31,2135.93,NÃO,AUTÔNOMO,SOLTEIRO,39,57549.0,APROVADO
5767,71,1000.0,197,24,236.84,NÃO,CLT,CASADO,12,37458.0,REPROVADO
5768,53,1823.56,521,2,175.16,NÃO,CLT,SOLTEIRO,32,138836.0,REPROVADO
5769,56,1000.0,801,25,2082.3,NÃO,CLT,SOLTEIRO,36,74170.0,REPROVADO
5770,33,20000.0,205,35,448.28,NÃO,CLT,CASADO,22,30981.0,APROVADO
5771,73,1000.0,855,16,570.19,NÃO,CLT,SOLTEIRO,20,37470.0,APROVADO
5772,39,6913.62,858,26,249.71,NÃO,AUTÔNOMO,CASADO,7,212037.0,APROVADO
5773,38,10220.97,282,21,553.93,NÃO,CLT,DIVORCIADO,33,92428.0,REPROVADO
5774,71,17500.39,451,37,263.05,NÃO,CLT,CASADO,30,96566.0,REPROVADO
5775,38,1000.0,738,34,1096.4,NÃO,DESEMPREGADO,SOLTEIRO,30,208815.0,REPROVADO
5776,25,6416.24,350,6,690.9,NÃO,CLT,SOLTEIRO,19,42646.0,REPROVADO
5777,66,9065.92,540,2,1551.45,SIM,CLT,CASADO,34,56602.0,REPROVADO
5778,33,1000.0,363,5,375.03,NÃO,CLT,CASADO,1,70700.0,REPROVADO
5779,76,1000.0,506,12,704.4,NÃO,CLT,CASADO,23,219863.0,REPROVADO
5780,72,1346.67,207,14,300.46,NÃO,CLT,CASADO,10,129391.0,REPROVADO
5781,48,3691.65,675,25,2725.31,NÃO,DESEMPREGADO,CASADO,3,87260.0,REPROVADO
5782,59,3446.85,556,32,738.01,NÃO,CLT,CASADO,25,107521.0,APROVADO
5783,27,10750.86,540,14,190.51,NÃO,AUTÔNOMO,SOLTEIRO,13,44089.0,APROVADO
5784,49,20000.0,717,38,318.51,NÃO,CLT,CASADO,19,112819.0,REPROVADO
5785,76,1000.0,624,40,86.54,SIM,DESEMPREGADO,SOLTEIRO,35,142760.0,REPROVADO
5786,51,9623.82,459,13,28.21,NÃO,CLT,CASADO,24,184162.0,REPROVADO
5787,80,20000.0,257,18,746.38,NÃO,CLT,CASADO,38,121315.0,REPROVADO
5788,79,1000.0,219,27,411.17,NÃO,AUTÔNOMO,SOLTEIRO,9,221818.0,APROVADO
5789,26,7362.89,505,23,3317.96,NÃO,AUTÔNOMO,SOLTEIRO,34,88665.0,REPROVADO
5790,34,1000.0,926,40,187.93,NÃO,CLT,CASADO,4,28034.0,REPROVADO
5791,28,20000.0,353,32,1579.46,NÃO,CLT,SOLTEIRO,3,218875.0,APROVADO
5792,49,12441.54,509,11,379.76,NÃO,CLT,SOLTEIRO,19,263441.0,REPROVADO
5793,27,9742.2,203,9,253.01,NÃO,CLT,CASADO,22,182319.0,APROVADO
5794,39,1000.0,468,6,3494.52,NÃO,AUTÔNOMO,DIVORCIADO,4,131220.0,REPROVADO
5795,74,1000.0,621,0,1622.4,NÃO,CLT,SOLTEIRO,28,138607.0,REPROVADO
5796,34,1000.0,857,14,995.93,SIM,CLT,CASADO,28,280478.0,REPROVADO
5797,21,20000.0,823,0,1194.42,NÃO,CLT,SOLTEIRO,31,24261.0,REPROVADO
5798,65,16584.75,452,19,4753.84,NÃO,DESEMPREGADO,CASADO,21,240343.0,APROVADO
5799,69,1000.0,871,1,899.45,NÃO,AUTÔNOMO,DIVORCIADO,6,40070.0,REPROVADO
5800,64,11390.51,711,2,107.47,NÃO,CLT,SOLTEIRO,32,162579.0,APROVADO
5801,42,1000.0,361,35,67.07,NÃO,AUTÔNOMO,DIVORCIADO,21,68203.0,APROVADO
5802,76,1000.0,547,15,1098.43,NÃO,AUTÔNOMO,CASADO,40,60427.0,REPROVADO
5803,38,11068.9,202,28,1071.78,NÃO,CLT,CASADO,27,244002.0,REPROVADO
5804,54,16896.13,914,35,1379.02,NÃO,CLT,CASADO,20,185237.0,APROVADO
5805,55,11175.53,862,38,115.16,NÃO,AUTÔNOMO,CASADO,35,8060.0,APROVADO
5806,66,20000.0,421,2,2898.65,SIM,CLT,CASADO,3,39187.0,REPROVADO
5807,18,9375.42,665,36,801.09,NÃO,AUTÔNOMO,SOLTEIRO,5,115862.0,APROVADO
5808,80,5402.05,660,11,1048.55,NÃO,CLT,CASADO,18,123784.0,REPROVADO
5809,42,1000.0,349,19,35.47,NÃO,DESEMPREGADO,SOLTEIRO,10,19411.0,REPROVADO
5810,68,19153.13,828,22,3243.53,NÃO,CLT,CASADO,16,133222.0,REPROVADO
5811,53,1000.0,749,21,826.89,NÃO,CLT,SOLTEIRO,17,276354.0,REPROVADO
5812,34,20000.0,450,31,828.65,NÃO,AUTÔNOMO,CASADO,12,252929.0,REPROVADO
5813,58,19416.83,762,6,2874.49,SIM,CLT,CASADO,40,71056.0,REPROVADO
5814,80,20000.0,823,21,2650.02,NÃO,CLT,CASADO,10,24763.0,REPROVADO
5815,41,9786.95,791,1,248.84,SIM,CLT,CASADO,26,269664.0,REPROVADO
5816,19,20000.0,548,13,2675.08,NÃO,CLT,DIVORCIADO,15,205501.0,APROVADO
5817,57,1000.0,444,15,1334.16,NÃO,CLT,SOLTEIRO,14,86619.0,REPROVADO
5818,32,1134.36,791,23,19.08,NÃO,CLT,SOLTEIRO,13,187245.0,APROVADO
5819,49,1000.0,704,6,274.23,NÃO,AUTÔNOMO,CASADO,14,113195.0,REPROVADO
5820,56,1000.0,469,3,532.7,SIM,CLT,CASADO,17,174369.0,APROVADO
5821,76,5790.15,306,36,874.24,NÃO,CLT,SOLTEIRO,11,46828.0,REPROVADO
5822,23,1016.3,799,40,1208.42,NÃO,CLT,CASADO,25,121392.0,REPROVADO
5823,18,1000.0,351,4,235.99,NÃO,DESEMPREGADO,CASADO,39,273810.0,APROVADO
